island,region,old_region,year,beekeepers,apiaries,hives,hives_beekeeper,apiary_beekeeper,type
North,Hamilton,Hamilton,1946,0,0,0,0,0,com
North,PalmerstonNorth,Hastings,1946,0,0,0,0,0,com
North,PalmerstonNorth,PalmerstonNorth,1946,0,0,0,0,0,com
South,Blenheim,Nelson,1946,0,0,0,0,0,com
South,Canterbury,Christchurch,1946,0,0,0,0,0,com
South,Otago_Southland,Dunedin,1946,0,0,0,0,0,com
North,Whangarei,Auckland,1950,16,254,9734,608.375,15.875,com
North,Hamilton,Hamilton,1950,40,568,24171,604.275,14.2,com
North,Tauranga,Tauranga,1950,16,177,7437,464.8125,11.0625,com
North,PalmerstonNorth,Hastings,1950,15,396,9365,624.3333333,26.4,com
North,PalmerstonNorth,Taranaki,1950,16,335,10171,635.6875,20.9375,com
North,PalmerstonNorth,PalmerstonNorth,1950,11,330,7597,690.6363636,30,com
South,Blenheim,Nelson,1950,7,91,3004,429.1428571,13,com
South,Canterbury,Christchurch,1950,28,660,13743,490.8214286,23.57142857,com
South,Otago_Southland,Oamaru,1950,21,340,8431,401.4761905,16.19047619,com
South,Otago_Southland,Invercargill,1950,16,227,6000,375,14.1875,com
North,Whangarei,Auckland,1951,18,253,9585,532.5,14.05555556,com
North,Hamilton,Hamilton,1951,42,577,24006,571.5714286,13.73809524,com
North,Tauranga,Tauranga,1951,18,210,8571,476.1666667,11.66666667,com
North,PalmerstonNorth,Hastings,1951,18,414,9799,544.3888889,23,com
North,PalmerstonNorth,Taranaki,1951,17,356,11073,651.3529412,20.94117647,com
North,PalmerstonNorth,PalmerstonNorth,1951,11,334,8105,736.8181818,30.36363636,com
South,Blenheim,Nelson,1951,7,95,2873,410.4285714,13.57142857,com
South,Canterbury,Christchurch,1951,27,667,12836,475.4074074,24.7037037,com
South,Otago_Southland,Oamaru,1951,22,421,9814,446.0909091,19.13636364,com
South,Otago_Southland,Invercargill,1951,16,251,6490,405.625,15.6875,com
North,Whangarei,Auckland,1952,18,268,9992,555.1111111,14.88888889,com
North,Hamilton,Hamilton,1952,42,643,26190,623.5714286,15.30952381,com
North,Tauranga,Tauranga,1952,18,213,8567,475.9444444,11.83333333,com
North,PalmerstonNorth,Hastings,1952,19,414,10313,542.7894737,21.78947368,com
North,PalmerstonNorth,Taranaki,1952,17,383,11474,674.9411765,22.52941176,com
North,PalmerstonNorth,PalmerstonNorth,1952,8,332,7779,972.375,41.5,com
South,Blenheim,Nelson,1952,8,105,3236,404.5,13.125,com
South,Canterbury,Christchurch,1952,27,707,13111,485.5925926,26.18518519,com
South,Otago_Southland,Oamaru,1952,23,457,10654,463.2173913,19.86956522,com
South,Otago_Southland,Invercargill,1952,17,286,6757,397.4705882,16.82352941,com
North,Whangarei,Auckland,1953,18,274,10224,568,15.22222222,com
North,Hamilton,Hamilton,1953,44,654,27080,615.4545455,14.86363636,com
North,Tauranga,Tauranga,1953,20,239,9752,487.6,11.95,com
North,PalmerstonNorth,Hastings,1953,17,400,10433,613.7058824,23.52941176,com
North,PalmerstonNorth,Taranaki,1953,18,392,11550,641.6666667,21.77777778,com
North,PalmerstonNorth,PalmerstonNorth,1953,9,330,7797,866.3333333,36.66666667,com
South,Blenheim,Nelson,1953,7,104,3306,472.2857143,14.85714286,com
South,Canterbury,Christchurch,1953,27,718,13110,485.5555556,26.59259259,com
South,Otago_Southland,Oamaru,1953,23,476,11005,478.4782609,20.69565217,com
South,Otago_Southland,Invercargill,1953,18,296,7062,392.3333333,16.44444444,com
North,Whangarei,Auckland,1955,21,323,10778,513.2380952,15.38095238,com
North,Hamilton,Hamilton,1955,45,643,26487,588.6,14.28888889,com
North,Tauranga,Tauranga,1955,29,429,16667,574.7241379,14.79310345,com
North,PalmerstonNorth,Hastings,1955,16,377,10091,630.6875,23.5625,com
North,PalmerstonNorth,Taranaki,1955,16,363,10418,651.125,22.6875,com
North,PalmerstonNorth,PalmerstonNorth,1955,15,274,7041,469.4,18.26666667,com
South,Blenheim,Nelson,1955,8,162,5375,671.875,20.25,com
South,Canterbury,Christchurch,1955,29,836,13746,474,28.82758621,com
South,Otago_Southland,Oamaru,1955,26,567,11690,449.6153846,21.80769231,com
South,Otago_Southland,Invercargill,1955,27,45,10732,397.4814815,1.666666667,com
North,Whangarei,Northland,1957,12,199,6418,534.8333333,16.58333333,com
North,Whangarei,Auckland,1957,6,110,3073,512.1666667,18.33333333,com
North,Hamilton,Hamilton,1957,45,648,26397,586.6,14.4,com
North,Tauranga,Tauranga,1957,24,399,16170,673.75,16.625,com
North,PalmerstonNorth,Hastings,1957,13,361,9559,735.3076923,27.76923077,com
North,PalmerstonNorth,Hawera,1957,15,343,9140,609.3333333,22.86666667,com
North,PalmerstonNorth,PalmerstonNorth,1957,11,304,7200,654.5454545,27.63636364,com
South,Blenheim,Nelson,1957,8,162,4775,596.875,20.25,com
South,Canterbury,Christchurch,1957,32,972,14922,466.3125,30.375,com
South,Otago_Southland,Oamaru,1957,29,676,13386,461.5862069,23.31034483,com
South,Otago_Southland,Invercargill,1957,43,616,14901,346.5348837,14.3255814,com
North,Whangarei,Northland,1962,11,287,5867,533.3636364,26.09090909,com
North,Whangarei,Auckland,1962,10,117,3308,330.8,11.7,com
North,Hamilton,Hamilton,1962,42,769,29496,702.2857143,18.30952381,com
North,Tauranga,Tauranga,1962,22,382,15226,692.0909091,17.36363636,com
North,PalmerstonNorth,Hastings,1962,17,382,11341,667.1176471,22.47058824,com
North,PalmerstonNorth,Hawera,1962,16,333,9052,565.75,20.8125,com
North,PalmerstonNorth,PalmerstonNorth,1962,9,238,4715,523.8888889,26.44444444,com
South,Blenheim,Nelson,1962,8,208,4934,616.75,26,com
South,Canterbury,Christchurch,1962,37,1358,18299,494.5675676,36.7027027,com
South,Otago_Southland,Oamaru,1962,29,951,15926,549.1724138,32.79310345,com
South,Otago_Southland,Gore,1962,27,564,12128,449.1851852,20.88888889,com
North,Whangarei,Northland,1963,8,254,6347,793.375,31.75,com
North,Whangarei,Auckland,1963,7,100,2834,404.8571429,14.28571429,com
North,Hamilton,Hamilton,1963,45,868,29800,662.2222222,19.28888889,com
North,Tauranga,Tauranga,1963,21,388,16547,787.952381,18.47619048,com
North,PalmerstonNorth,Hastings,1963,12,428,10350,862.5,35.66666667,com
North,PalmerstonNorth,Hawera,1963,14,313,8041,574.3571429,22.35714286,com
North,PalmerstonNorth,PalmerstonNorth,1963,10,242,4874,487.4,24.2,com
South,Blenheim,Nelson,1963,6,186,5460,910,31,com
South,Canterbury,Christchurch,1963,39,1450,19000,487.1794872,37.17948718,com
South,Otago_Southland,Oamaru,1963,27,1080,17136,634.6666667,40,com
South,Otago_Southland,Gore,1963,35,818,16323,466.3714286,23.37142857,com
North,Whangarei,Northland,1965,14,343,6886,491.8571429,24.5,com
North,Whangarei,Auckland,1965,11,170,4152,377.4545455,15.45454545,com
North,Hamilton,Hamilton,1965,46,1017,33050,718.4782609,22.10869565,com
North,Tauranga,Tauranga,1965,28,481,19005,678.75,17.17857143,com
North,PalmerstonNorth,Hastings,1965,17,353,10598,623.4117647,20.76470588,com
North,PalmerstonNorth,Hawera,1965,13,313,7960,612.3076923,24.07692308,com
North,PalmerstonNorth,PalmerstonNorth,1965,7,178,3615,516.4285714,25.42857143,com
South,Blenheim,Nelson,1965,8,216,5565,695.625,27,com
South,Canterbury,Christchurch,1965,34,1582,18121,532.9705882,46.52941176,com
South,Otago_Southland,Oamaru,1965,28,1272,19344,690.8571429,45.42857143,com
South,Otago_Southland,Gore,1965,40,1035,18825,470.625,25.875,com
North,Whangarei,Northland,1967,17,368,8284,487.2941176,21.64705882,com
North,Whangarei,Auckland,1967,11,145,4060,369.0909091,13.18181818,com
North,Hamilton,Hamilton,1967,36,1040,30549,848.5833333,28.88888889,com
North,Tauranga,Tauranga,1967,30,587,21140,704.6666667,19.56666667,com
North,PalmerstonNorth,Hastings,1967,23,434,11790,512.6086957,18.86956522,com
North,PalmerstonNorth,Hawera,1967,10,250,5742,574.2,25,com
North,PalmerstonNorth,PalmerstonNorth,1967,10,298,5492,549.2,29.8,com
South,Blenheim,Nelson,1967,6,225,4859,809.8333333,37.5,com
South,Canterbury,Christchurch,1967,33,1781,21303,645.5454545,53.96969697,com
South,Otago_Southland,Oamaru,1967,31,1466,21780,702.5806452,47.29032258,com
South,Otago_Southland,Gore,1967,39,1029,19284,494.4615385,26.38461538,com
North,Whangarei,Northland,1969,10,287,6516,651.6,28.7,com
North,Whangarei,Auckland,1969,6,98,3443,573.8333333,16.33333333,com
North,Hamilton,Hamilton,1969,34,1075,31860,937.0588235,31.61764706,com
North,Tauranga,Tauranga,1969,20,380,18200,910,19,com
North,PalmerstonNorth,Hastings,1969,9,511,9963,1107,56.77777778,com
North,PalmerstonNorth,Hawera,1969,10,232,5178,517.8,23.2,com
North,PalmerstonNorth,PalmerstonNorth,1969,9,322,6559,728.7777778,35.77777778,com
South,Blenheim,Nelson,1969,6,245,6539,1089.833333,40.83333333,com
South,Canterbury,Christchurch,1969,32,1901,22544,704.5,59.40625,com
South,Otago_Southland,Oamaru,1969,32,1677,23138,723.0625,52.40625,com
South,Otago_Southland,Gore,1969,33,1064,17817,539.9090909,32.24242424,com
North,Whangarei,Northland,1973,12,622,8619,718.25,51.83333333,com
North,Whangarei,Auckland,1973,NA,155,1934,NA,NA,com
North,Hamilton,Hamilton,1973,30,1210,35438,1181.266667,40.33333333,com
North,Tauranga,Tauranga,1973,9,554,16105,1789.444444,61.55555556,com
North,PalmerstonNorth,Hastings,1973,10,474,8689,868.9,47.4,com
North,PalmerstonNorth,PalmerstonNorth,1973,NA,NA,NA,NA,NA,com
North,PalmerstonNorth,Hawera,1973,7,255,5735,819.2857143,36.42857143,com
South,Blenheim,Nelson,1973,17,301,7062,415.4117647,17.70588235,com
South,Canterbury,Christchurch,1973,28,1900,11910,425.3571429,67.85714286,com
South,Otago_Southland,Oamaru,1973,40,1753,25346,633.65,43.825,com
South,Otago_Southland,Gore,1973,35,1438,26909,768.8285714,41.08571429,com
North,Whangarei,Northland,1975,11,605,9588,871.6363636,55,com
North,Whangarei,Auckland,1975,NA,NA,NA,NA,NA,com
North,Hamilton,Hamilton,1975,31,1361,15402,496.8387097,43.90322581,com
North,Tauranga,Tauranga,1975,9,633,16141,1793.444444,70.33333333,com
North,PalmerstonNorth,Hastings,1975,9,618,12184,1353.777778,68.66666667,com
North,PalmerstonNorth,PalmerstonNorth,1975,9,468,7707,856.3333333,52,com
North,PalmerstonNorth,Hawera,1975,5,234,4947,989.4,46.8,com
South,Blenheim,Nelson,1975,9,400,8720,968.8888889,44.44444444,com
South,Canterbury,Christchurch,1975,26,1844,21863,840.8846154,70.92307692,com
South,Otago_Southland,Oamaru,1975,25,1935,27398,1095.92,77.4,com
South,Otago_Southland,Gore,1975,31,1491,25261,814.8709677,48.09677419,com
North,Whangarei,Auckland,1977,14,667,11055,789.6428571,47.64285714,com
North,Hamilton,Hamilton,1977,30,1380,28405,946.8333333,46,com
North,Tauranga,Tauranga,1977,8,679,14522,1815.25,84.875,com
North,PalmerstonNorth,Hastings,1977,8,679,12353,1544.125,84.875,com
North,PalmerstonNorth,PalmerstonNorth,1977,10,572,9335,933.5,57.2,com
North,PalmerstonNorth,Hawera,1977,6,294,5862,977,49,com
South,Blenheim,Nelson,1977,11,350,6946,631.4545455,31.81818182,com
South,Canterbury,Christchurch,1977,29,1746,23212,800.4137931,60.20689655,com
South,Otago_Southland,Oamaru,1977,27,1874,27164,1006.074074,69.40740741,com
South,Otago_Southland,Gore,1977,30,1566,25350,845,52.2,com
North,Whangarei,North Auckland,1978,12,626,10359,863.25,52.16666667,com
North,Whangarei,Auckland,1978,2,54,1242,621,27,com
North,Hamilton,Hamilton,1978,30,1356,29127,970.9,45.2,com
North,Tauranga,Tauranga,1978,10,988,15419,1541.9,98.8,com
North,PalmerstonNorth,Hastings,1978,8,673,13444,1680.5,84.125,com
North,PalmerstonNorth,Hawera,1978,6,299,5975,995.8333333,49.83333333,com
North,PalmerstonNorth,PalmerstonNorth,1978,10,624,8612,861.2,62.4,com
South,Blenheim,Nelson,1978,12,477,9266,772.1666667,39.75,com
South,Canterbury,Christchurch,1978,30,1722,23203,773.4333333,57.4,com
South,Otago_Southland,Oamaru,1978,28,1732,26614,950.5,61.85714286,com
South,Otago_Southland,Gore,1978,32,1463,24446,763.9375,45.71875,com
North,Whangarei,North Auckland,1979,15,619,9683,645.5333333,41.26666667,com
North,Whangarei,Auckland,1979,2,57,1188,594,28.5,com
North,Hamilton,Hamilton,1979,32,1374,30642,957.5625,42.9375,com
North,Tauranga,Tauranga,1979,11,1091,17174,1561.272727,99.18181818,com
North,PalmerstonNorth,Hastings,1979,8,697,11728,1466,87.125,com
North,PalmerstonNorth,Hawera,1979,7,297,5852,836,42.42857143,com
North,PalmerstonNorth,PalmerstonNorth,1979,12,564,8356,696.3333333,47,com
South,Blenheim,Nelson,1979,12,501,9022,751.8333333,41.75,com
South,Canterbury,Christchurch,1979,30,1793,26230,874.3333333,59.76666667,com
South,Otago_Southland,Oamaru,1979,29,1938,13163,453.8965517,66.82758621,com
South,Otago_Southland,Gore,1979,30,1515,27879,929.3,50.5,com
North,Whangarei,North Auckland,1980,16,726,14199,887.4375,45.375,com
North,Whangarei,Auckland,1980,2,61,1162,581,30.5,com
North,Hamilton,Hamilton,1980,34,1508,32403,953.0294118,44.35294118,com
North,Tauranga,Tauranga,1980,15,998,13834,922.2666667,66.53333333,com
North,PalmerstonNorth,Hastings,1980,11,882,17052,1550.181818,80.18181818,com
North,PalmerstonNorth,PalmerstonNorth,1980,17,686,11289,664.0588235,40.35294118,com
South,Blenheim,Nelson,1980,12,494,9035,752.9166667,41.16666667,com
South,Canterbury,Christchurch,1980,32,1631,27244,851.375,50.96875,com
South,Otago_Southland,Oamaru,1980,29,1881,27464,947.0344828,64.86206897,com
South,Otago_Southland,Gore,1980,31,1542,26287,847.9677419,49.74193548,com
North,Whangarei,North Auckland,1981,16,691,10759,672.4375,43.1875,com
North,Whangarei,Auckland,1981,2,75,1360,680,37.5,com
North,Hamilton,Hamilton,1981,35,1716,33445,955.5714286,49.02857143,com
North,Tauranga,Tauranga,1981,16,1003,19614,1225.875,62.6875,com
North,PalmerstonNorth,PalmerstonNorth,1981,26,1408,25837,993.7307692,54.15384615,com
South,Blenheim,Nelson,1981,13,507,9160,704.6153846,39,com
South,Canterbury,Christchurch,1981,35,1768,29874,853.5428571,50.51428571,com
South,Otago_Southland,Oamaru,1981,30,2011,28589,952.9666667,67.03333333,com
South,Otago_Southland,Gore,1981,30,1498,23626,787.5333333,49.93333333,com
North,Whangarei,North Auckland,1982,20,630,13493,674.65,31.5,com
North,Whangarei,Auckland,1982,4,76,1342,335.5,19,com
North,Hamilton,Hamilton,1982,36,1720,34909,969.6944444,47.77777778,com
North,Tauranga,Tauranga,1982,22,1254,23051,1047.772727,57,com
North,PalmerstonNorth,PalmerstonNorth,1982,27,1463,26569,984.037037,54.18518519,com
South,Blenheim,Nelson,1982,18,649,11443,635.7222222,36.05555556,com
South,Canterbury,Christchurch,1982,36,1690,29114,808.7222222,46.94444444,com
South,Otago_Southland,Oamaru,1982,31,1995,29676,957.2903226,64.35483871,com
South,Otago_Southland,Gore,1982,30,1357,24751,825.0333333,45.23333333,com
North,Whangarei,North Auckland,1983,18,691,13800,766.6666667,38.38888889,com
North,Whangarei,Auckland,1983,5,208,3777,755.4,41.6,com
North,Hamilton,Hamilton,1983,61,1536,33142,543.3114754,25.18032787,com
North,Tauranga,Tauranga,1983,29,1333,26562,915.9310345,45.96551724,com
North,PalmerstonNorth,PalmerstonNorth,1983,25,1413,24349,973.96,56.52,com
South,Blenheim,Nelson,1983,21,619,12162,579.1428571,29.47619048,com
South,Canterbury,Christchurch,1983,39,1958,28891,740.7948718,50.20512821,com
South,Otago_Southland,Oamaru,1983,40,2140,31049,776.225,53.5,com
South,Otago_Southland,Gore,1983,32,1341,25858,808.0625,41.90625,com
North,Whangarei,North Auckland,1984,16,695,11858,741.125,43.4375,com
North,Whangarei,Auckland,1984,6,206,3926,654.3333333,34.33333333,com
North,Hamilton,Hamilton,1984,30,1281,29156,971.8666667,42.7,com
North,Tauranga,Tauranga,1984,35,1573,31127,889.3428571,44.94285714,com
North,PalmerstonNorth,PalmerstonNorth,1984,35,1700,28342,809.7714286,48.57142857,com
South,Blenheim,Nelson,1984,25,741,13487,539.48,29.64,com
South,Canterbury,Christchurch,1984,40,2414,31601,790.025,60.35,com
South,Otago_Southland,Oamaru,1984,39,1658,27127,695.5641026,42.51282051,com
South,Otago_Southland,Gore,1984,33,1514,24754,750.1212121,45.87878788,com
North,Whangarei,North Auckland,1985,17,722,11828,695.7647059,42.47058824,com
North,Whangarei,Auckland,1985,11,449,7778,707.0909091,40.81818182,com
North,Hamilton,Hamilton,1985,31,1898,36026,1162.129032,61.22580645,com
North,Tauranga,Tauranga,1985,43,1438,34843,810.3023256,33.44186047,com
North,PalmerstonNorth,PalmerstonNorth,1985,29,1424,24569,847.2068966,49.10344828,com
South,Blenheim,Nelson,1985,31,925,15481,499.3870968,29.83870968,com
South,Canterbury,Christchurch,1985,38,2064,36228,953.3684211,54.31578947,com
South,Otago_Southland,Oamaru,1985,37,2548,38728,1046.702703,68.86486486,com
South,Otago_Southland,Gore,1985,34,1565,24654,725.1176471,46.02941176,com
North,Whangarei,Whangarei,1986,18,648,11108,617.1111111,36,com
North,Whangarei,Auckland,1986,15,575,15437,1029.133333,38.33333333,com
North,Hamilton,Hamilton,1986,30,1792,37403,1246.766667,59.73333333,com
North,Tauranga,Tauranga,1986,41,2018,37750,920.7317073,49.2195122,com
North,PalmerstonNorth,PalmerstonNorth,1986,29,1560,27155,936.3793103,53.79310345,com
South,Blenheim,Nelson,1986,32,1036,18438,576.1875,32.375,com
South,Canterbury,Christchurch,1986,36,2234,38856,1079.333333,62.05555556,com
South,Otago_Southland,Oamaru,1986,39,2262,34680,889.2307692,58,com
South,Otago_Southland,Gore,1986,32,1519,25062,783.1875,47.46875,com
North,Whangarei,Whangarei,1987,18,689,12580,698.8888889,38.27777778,com
North,Whangarei,Auckland,1987,14,577,12233,873.7857143,41.21428571,com
North,Hamilton,Hamilton,1987,32,1664,36261,1133.15625,52,com
North,Tauranga,Tauranga,1987,53,2324,45835,864.8113208,43.8490566,com
North,PalmerstonNorth,PalmerstonNorth,1987,29,1684,28847,994.7241379,58.06896552,com
South,Blenheim,Nelson,1987,29,1019,18452,636.2758621,35.13793103,com
South,Canterbury,Christchurch,1987,41,2153,37047,903.5853659,52.51219512,com
South,Otago_Southland,Oamaru,1987,37,2650,40194,1086.324324,71.62162162,com
South,Otago_Southland,Gore,1987,34,1551,26034,765.7058824,45.61764706,com
North,Whangarei,Whangarei,1988,15,652,11855,790.3333333,43.46666667,com
North,Whangarei,Auckland,1988,10,297,9868,986.8,29.7,com
North,Hamilton,Hamilton,1988,32,1775,35528,1110.25,55.46875,com
North,Tauranga,Tauranga,1988,54,2381,49863,923.3888889,44.09259259,com
North,PalmerstonNorth,PalmerstonNorth,1988,27,1668,28233,1045.666667,61.77777778,com
South,Blenheim,Nelson,1988,26,997,18407,707.9615385,38.34615385,com
South,Canterbury,Christchurch,1988,58,3153,50172,865.0344828,54.36206897,com
South,Otago_Southland,Gore,1988,61,3175,49613,813.3278689,52.04918033,com
North,Whangarei,Whangarei,1989,14,643,12758,911.2857143,45.92857143,com
North,Whangarei,Auckland,1989,14,580,10915,779.6428571,41.42857143,com
North,Hamilton,Hamilton,1989,32,1839,38781,1211.90625,57.46875,com
North,Tauranga,Tauranga,1989,52,2495,48242,927.7307692,47.98076923,com
North,PalmerstonNorth,PalmerstonNorth,1989,27,1659,25844,957.1851852,61.44444444,com
South,Blenheim,Nelson,1989,27,1027,18188,673.6296296,38.03703704,com
South,Canterbury,Christchurch,1989,55,3145,48626,884.1090909,57.18181818,com
South,Otago_Southland,Gore,1989,57,3149,48990,859.4736842,55.24561404,com
North,Whangarei,Whangarei,1990,29,1126,21632,745.9310345,38.82758621,com
North,Hamilton,Hamilton,1990,31,1912,39689,1280.290323,61.67741935,com
North,Tauranga,Tauranga,1990,44,2345,43497,988.5681818,53.29545455,com
North,PalmerstonNorth,PalmerstonNorth,1990,30,1719,22341,744.7,57.3,com
South,Blenheim,Nelson,1990,27,975,17264,639.4074074,36.11111111,com
South,Canterbury,Christchurch,1990,52,3104,48055,924.1346154,59.69230769,com
South,Otago_Southland,Gore,1990,155,3212,49739,320.8967742,20.72258065,com
North,Whangarei,Whangarei,1991,32,1069,22387,699.59375,33.40625,com
North,Hamilton,Hamilton,1991,35,1995,38179,1090.828571,57,com
North,Tauranga,Tauranga,1991,46,2319,43399,943.4565217,50.41304348,com
North,PalmerstonNorth,PalmerstonNorth,1991,30,1692,30585,1019.5,56.4,com
South,Blenheim,Blenheim,1991,25,919,16724,668.96,36.76,com
South,Canterbury,Lincoln,1991,46,3241,46795,1017.282609,70.45652174,com
South,Otago_Southland,Alexandra,1991,57,3240,49945,876.2280702,56.84210526,com
North,Whangarei,Whangarei,1992,28,1081,22299,796.3928571,38.60714286,com
North,Hamilton,Hamilton,1992,34,1968,38298,1126.411765,57.88235294,com
North,Tauranga,Tauranga,1992,49,2373,42338,864.0408163,48.42857143,com
North,PalmerstonNorth,PalmerstonNorth,1992,30,1713,26326,877.5333333,57.1,com
South,Blenheim,Blenheim,1992,24,959,16665,694.375,39.95833333,com
South,Canterbury,Lincoln,1992,51,3362,49412,968.8627451,65.92156863,com
South,Otago_Southland,Alexandra,1992,55,3146,46150,839.0909091,57.2,com
North,Whangarei,Whangarei,1993,30,1016,21295,709.8333333,33.86666667,com
North,Hamilton,Hamilton,1993,34,1877,36677,1078.735294,55.20588235,com
North,Tauranga,Tauranga,1993,43,2356,43215,1005,54.79069767,com
North,PalmerstonNorth,PalmerstonNorth,1993,24,1560,26265,1094.375,65,com
South,Blenheim,Blenheim,1993,25,988,15869,634.76,39.52,com
South,Canterbury,Lincoln,1993,46,3446,47846,1040.130435,74.91304348,com
South,Otago_Southland,Invermay ,1993,52,3094,44492,855.6153846,59.5,com
North,Whangarei,Whangarei,1994,NA,NA,NA,NA,NA,com
North,Hamilton,Hamilton,1994,NA,NA,NA,NA,NA,com
North,Tauranga,Tauranga,1994,NA,NA,NA,NA,NA,com
North,PalmerstonNorth,PalmerstonNorth,1994,NA,NA,NA,NA,NA,com
South,Blenheim,Blenheim,1994,NA,NA,NA,NA,NA,com
South,Canterbury,Lincoln,1994,NA,NA,NA,NA,NA,com
South,Otago_Southland,Invermay ,1994,NA,NA,NA,NA,NA,com
North,Whangarei,Whangarei,1995,22,977,19475,885.2272727,44.40909091,com
North,Hamilton,Hamilton,1995,31,1955,37352,1204.903226,63.06451613,com
North,Tauranga,Tauranga,1995,47,2402,41367,880.1489362,51.10638298,com
North,PalmerstonNorth,PalmerstonNorth,1995,25,1690,25524,1020.96,67.6,com
South,Blenheim,Blenheim,1995,30,1098,17171,572.3666667,36.6,com
South,Canterbury,Lincoln,1995,50,3698,49838,996.76,73.96,com
South,Otago_Southland,Invermay ,1995,36,2996,43313,1203.138889,83.22222222,com
North,Whangarei,Whangarei,1996,21,906,19726,939.3333333,43.14285714,com
North,Hamilton,Hamilton,1996,21,2014,35805,1705,95.9047619,com
North,Tauranga,Tauranga,1996,48,2334,39661,826.2708333,48.625,com
North,PalmerstonNorth,PalmerstonNorth,1996,25,1695,26639,1065.56,67.8,com
South,Blenheim,Blenheim,1996,31,1093,17237,556.0322581,35.25806452,com
South,Canterbury,Lincoln,1996,57,3771,49983,876.8947368,66.15789474,com
South,Otago_Southland,Invermay ,1996,50,2875,42023,840.46,57.5,com
North,Whangarei,Whangarei,1997,23,939,21046,915.0434783,40.82608696,com
North,Hamilton,Hamilton,1997,31,2022,34619,1116.741935,65.22580645,com
North,Tauranga,Tauranga,1997,49,2242,40470,825.9183673,45.75510204,com
North,PalmerstonNorth,PalmerstonNorth,1997,23,1582,25660,1115.652174,68.7826087,com
South,Blenheim,Blenheim,1997,30,1083,17442,581.4,36.1,com
South,Canterbury,Lincoln,1997,51,3717,49728,975.0588235,72.88235294,com
South,Otago_Southland,Invermay ,1997,53,2817,43649,823.5660377,53.1509434,com
North,Whangarei,Whangarei,1998,NA,NA,NA,NA,NA,com
North,Hamilton,Hamilton,1998,NA,NA,NA,NA,NA,com
North,Tauranga,Tauranga,1998,NA,NA,NA,NA,NA,com
North,PalmerstonNorth,PalmerstonNorth,1998,NA,NA,NA,NA,NA,com
South,Blenheim,Blenheim,1998,NA,NA,NA,NA,NA,com
South,Canterbury,Lincoln,1998,NA,NA,NA,NA,NA,com
South,Otago_Southland,Invermay ,1998,NA,NA,NA,NA,NA,com
North,Whangarei,Whangarei,1999,24,887,21695,903.9583333,36.95833333,com
North,Hamilton,Hamilton,1999,31,1907,41573,1341.064516,61.51612903,com
North,Tauranga,Tauranga,1999,49,2020,42469,866.7142857,41.2244898,com
North,PalmerstonNorth,PalmerstonNorth,1999,24,1672,29253,1218.875,69.66666667,com
South,Blenheim,Blenheim,1999,31,1026,19999,645.1290323,33.09677419,com
South,Canterbury,Canterbury,1999,59,3437,52065,882.4576271,58.25423729,com
South,Otago_Southland,Otago_Southland,1999,52,2647,41789,803.6346154,50.90384615,com
North,Whangarei,Whangarei,2000,31,1384,27096,874.0645161,44.64516129,com
North,Hamilton,Hamilton,2000,34,2053,44940,1321.764706,60.38235294,com
North,Tauranga,Tauranga,2000,49,2157,44253,903.122449,44.02040816,com
North,PalmerstonNorth,PalmerstonNorth,2000,29,1789,32261,1112.448276,61.68965517,com
South,Blenheim,Blenheim,2000,35,1118,24008,685.9428571,31.94285714,com
South,Canterbury,Canterbury,2000,61,3423,52086,853.8688525,56.1147541,com
South,Otago_Southland,Otago_Southland,2000,55,2670,44760,813.8181818,48.54545455,com
North,Whangarei,Whangarei,2001,29,1059,23893,823.8965517,36.51724138,com
North,Hamilton,Hamilton,2001,32,2079,43651,1364.09375,64.96875,com
North,Tauranga,Tauranga,2001,46,2144,46351,1007.630435,46.60869565,com
North,PalmerstonNorth,PalmerstonNorth,2001,31,1810,32499,1048.354839,58.38709677,com
South,Blenheim,Blenheim,2001,32,1061,21195,662.34375,33.15625,com
South,Canterbury,Canterbury,2001,62,3228,53859,868.6935484,52.06451613,com
South,Otago_Southland,Otago_Southland,2001,55,2726,44928,816.8727273,49.56363636,com
North,Whangarei,Whangarei,2002,25,939,19838,793.52,37.56,com
North,Hamilton,Hamilton,2002,25,1951,42009,1680.36,78.04,com
North,Tauranga,Tauranga,2002,44,2164,44494,1011.227273,49.18181818,com
North,PalmerstonNorth,PalmerstonNorth,2002,26,1966,33586,1291.769231,75.61538462,com
South,Blenheim,Blenheim,2002,31,1022,21344,688.516129,32.96774194,com
South,Canterbury,Canterbury,2002,61,3196,54702,896.7540984,52.39344262,com
South,Otago_Southland,Otago_Southland,2002,53,2575,43367,818.245283,48.58490566,com
North,Whangarei,Whangarei,2003,25,963,19935,797.4,38.52,com
North,Hamilton,Hamilton,2003,26,1992,42836,1647.538462,76.61538462,com
North,Tauranga,Tauranga,2003,47,2201,42342,900.893617,46.82978723,com
North,PalmerstonNorth,PalmerstonNorth,2003,26,1992,33325,1281.730769,76.61538462,com
South,Blenheim,Blenheim,2003,32,1144,22210,694.0625,35.75,com
South,Canterbury,Canterbury,2003,57,3221,54953,964.0877193,56.50877193,com
South,Otago_Southland,Otago_Southland,2003,49,2544,43392,885.5510204,51.91836735,com
North,Whangarei,Whangarei,2004,25,1002,20815,832.6,40.08,com
North,Hamilton,Hamilton,2004,30,1973,38850,1295,65.76666667,com
North,Tauranga,Tauranga,2004,46,2133,41159,894.7608696,46.36956522,com
